dimension,label,median,mean,std,pct_zero,skew
time_to_merge_hours,duration (hours),0.03861111111111111,12.842755589047977,66.87696334673251,0.0,10.944760741576141
n_formal_reviews,iterations,0.0,0.7104481581630392,2.3609353556533352,77.2817944057804,6.858842953442782
n_review_comments,depth (comments),0.0,0.5524624318453832,2.839187079914681,89.40999157764085,9.72657964492359
n_unique_reviewers,breadth (reviewers),0.0,0.2560840462786471,0.6405485469699228,82.72086528658186,2.9428323300579424
churn_per_review_cycle,burden (lines/review),60.0,194.15754617740987,393.551778651837,0.11968615630125448,4.043437237549407
